Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
31/05/1901,75.77,75.77,75.77,75.77
03/06/1901,77.73,77.73,77.73,77.73
04/06/1901,77.07,77.07,77.07,77.07
05/06/1901,76.37,76.37,76.37,76.37
06/06/1901,76.45,76.45,76.45,76.45
07/06/1901,76.31,76.31,76.31,76.31
10/06/1901,76.27,76.27,76.27,76.27
11/06/1901,76.11,76.11,76.11,76.11
12/06/1901,76.55,76.55,76.55,76.55
13/06/1901,77.31,77.31,77.31,77.31
14/06/1901,77.07,77.07,77.07,77.07
17/06/1901,78.26,78.26,78.26,78.26
18/06/1901,77.82,77.82,77.82,77.82
19/06/1901,77.56,77.56,77.56,77.56
20/06/1901,77.22,77.22,77.22,77.22
21/06/1901,77.94,77.94,77.94,77.94
24/06/1901,77.71,77.71,77.71,77.71
25/06/1901,76.93,76.93,76.93,76.93
26/06/1901,76.87,76.87,76.87,76.87
27/06/1901,76.82,76.82,76.82,76.82
28/06/1901,76.47,76.47,76.47,76.47
01/07/1901,77.08,77.08,77.08,77.08
02/07/1901,77.07,77.07,77.07,77.07
03/07/1901,76.6,76.6,76.6,76.6
04/07/1901,76.6,76.6,76.6,76.6
05/07/1901,76.6,76.6,76.6,76.6
08/07/1901,74.04,74.04,74.04,74.04
09/07/1901,74.66,74.66,74.66,74.66
10/07/1901,72.78,72.78,72.78,72.78
11/07/1901,72.22,72.22,72.22,72.22
12/07/1901,70.77,70.77,70.77,70.77
15/07/1901,69.46,69.46,69.46,69.46
16/07/1901,69.67,69.67,69.67,69.67
17/07/1901,71.55,71.55,71.55,71.55
18/07/1901,71.91,71.91,71.91,71.91
19/07/1901,71.97,71.97,71.97,71.97
22/07/1901,70.43,70.43,70.43,70.43
23/07/1901,71.39,71.39,71.39,71.39
24/07/1901,70.91,70.91,70.91,70.91
25/07/1901,71.69,71.69,71.69,71.69
26/07/1901,72.13,72.13,72.13,72.13
29/07/1901,72.94,72.94,72.94,72.94
30/07/1901,72.65,72.65,72.65,72.65
31/07/1901,71.63,71.63,71.63,71.63
01/08/1901,71.71,71.71,71.71,71.71
02/08/1901,71.28,71.28,71.28,71.28
05/08/1901,69.21,69.21,69.21,69.21
06/08/1901,69.05,69.05,69.05,69.05
07/08/1901,69.53,69.53,69.53,69.53
08/08/1901,70.42,70.42,70.42,70.42
09/08/1901,69.66,69.66,69.66,69.66
12/08/1901,69.91,69.91,69.91,69.91
13/08/1901,70.33,70.33,70.33,70.33
14/08/1901,70.71,70.71,70.71,70.71
15/08/1901,71.71,71.71,71.71,71.71
16/08/1901,71.58,71.58,71.58,71.58
19/08/1901,71.01,71.01,71.01,71.01
20/08/1901,71.08,71.08,71.08,71.08
21/08/1901,71.4,71.4,71.4,71.4
22/08/1901,72.1,72.1,72.1,72.1
23/08/1901,73.03,73.03,73.03,73.03
26/08/1901,73.83,73.83,73.83,73.83
27/08/1901,72.81,72.81,72.81,72.81
28/08/1901,72.71,72.71,72.71,72.71
29/08/1901,72.82,72.82,72.82,72.82
30/08/1901,73.47,73.47,73.47,73.47
02/09/1901,73.47,73.47,73.47,73.47
03/09/1901,72.65,72.65,72.65,72.65
04/09/1901,73.27,73.27,73.27,73.27
05/09/1901,73.06,73.06,73.06,73.06
06/09/1901,72.23,72.23,72.23,72.23
09/09/1901,70.69,70.69,70.69,70.69
10/09/1901,71.45,71.45,71.45,71.45
11/09/1901,71.01,71.01,71.01,71.01
12/09/1901,70.25,70.25,70.25,70.25
13/09/1901,67.25,67.25,67.25,67.25
16/09/1901,70.01,70.01,70.01,70.01
17/09/1901,69.87,69.87,69.87,69.87
18/09/1901,70.25,70.25,70.25,70.25
19/09/1901,70.25,70.25,70.25,70.25
20/09/1901,70.47,70.47,70.47,70.47
23/09/1901,67.57,67.57,67.57,67.57
24/09/1901,67.43,67.43,67.43,67.43
25/09/1901,66.22,66.22,66.22,66.22
26/09/1901,66.89,66.89,66.89,66.89
27/09/1901,67.69,67.69,67.69,67.69
30/09/1901,66.66,66.66,66.66,66.66
01/10/1901,66.07,66.07,66.07,66.07
02/10/1901,65.94,65.94,65.94,65.94
03/10/1901,64.48,64.48,64.48,64.48
04/10/1901,64.57,64.57,64.57,64.57
07/10/1901,63.72,63.72,63.72,63.72
08/10/1901,63.84,63.84,63.84,63.84
09/10/1901,64.13,64.13,64.13,64.13
10/10/1901,65.36,65.36,65.36,65.36
11/10/1901,65.91,65.91,65.91,65.91
14/10/1901,65.79,65.79,65.79,65.79
15/10/1901,65.3,65.3,65.3,65.3
16/10/1901,64.91,64.91,64.91,64.91
17/10/1901,65.23,65.23,65.23,65.23
18/10/1901,65.48,65.48,65.48,65.48
21/10/1901,65.42,65.42,65.42,65.42
22/10/1901,65.66,65.66,65.66,65.66
23/10/1901,65.66,65.66,65.66,65.66
24/10/1901,65.44,65.44,65.44,65.44
25/10/1901,65.29,65.29,65.29,65.29
28/10/1901,64.01,64.01,64.01,64.01
29/10/1901,64.46,64.46,64.46,64.46
30/10/1901,64.86,64.86,64.86,64.86
31/10/1901,64.45,64.45,64.45,64.45
01/11/1901,64.67,64.67,64.67,64.67
04/11/1901,64.48,64.48,64.48,64.48
05/11/1901,64.48,64.48,64.48,64.48
06/11/1901,64.56,64.56,64.56,64.56
07/11/1901,64.78,64.78,64.78,64.78
08/11/1901,65.1,65.1,65.1,65.1
11/11/1901,66.52,66.52,66.52,66.52
12/11/1901,66.35,66.35,66.35,66.35
13/11/1901,66.03,66.03,66.03,66.03
14/11/1901,65.36,65.36,65.36,65.36
15/11/1901,66.1,66.1,66.1,66.1
18/11/1901,65.87,65.87,65.87,65.87
19/11/1901,65.62,65.62,65.62,65.62
20/11/1901,65.15,65.15,65.15,65.15
21/11/1901,65.45,65.45,65.45,65.45
22/11/1901,65.88,65.88,65.88,65.88
