Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
09/01/1948,15.23,15.23,15.23,15.23
12/01/1948,15.17,15.17,15.17,15.17
13/01/1948,14.95,14.95,14.95,14.95
14/01/1948,14.95,14.95,14.95,14.95
15/01/1948,14.88,14.88,14.88,14.88
16/01/1948,14.87,14.87,14.87,14.87
19/01/1948,14.7,14.7,14.7,14.7
20/01/1948,14.71,14.71,14.71,14.71
21/01/1948,14.54,14.54,14.54,14.54
22/01/1948,14.42,14.42,14.42,14.42
23/01/1948,14.35,14.35,14.35,14.35
26/01/1948,14.32,14.32,14.32,14.32
27/01/1948,14.34,14.34,14.34,14.34
28/01/1948,14.49,14.49,14.49,14.49
29/01/1948,14.65,14.65,14.65,14.65
30/01/1948,14.68,14.68,14.68,14.68
02/02/1948,14.71,14.71,14.71,14.71
03/02/1948,14.62,14.62,14.62,14.62
04/02/1948,14.35,14.35,14.35,14.35
05/02/1948,14.2,14.2,14.2,14.2
06/02/1948,14.19,14.19,14.19,14.19
09/02/1948,14.31,14.31,14.31,14.31
10/02/1948,13.89,13.89,13.89,13.89
11/02/1948,13.88,13.88,13.88,13.88
12/02/1948,13.88,13.88,13.88,13.88
13/02/1948,13.85,13.85,13.85,13.85
16/02/1948,14.04,14.04,14.04,14.04
17/02/1948,14.04,14.04,14.04,14.04
18/02/1948,14.05,14.05,14.05,14.05
19/02/1948,14.02,14.02,14.02,14.02
20/02/1948,13.96,13.96,13.96,13.96
23/02/1948,13.96,13.96,13.96,13.96
24/02/1948,14,14,14,14
25/02/1948,14.07,14.07,14.07,14.07
26/02/1948,13.98,13.98,13.98,13.98
27/02/1948,13.93,13.93,13.93,13.93
01/03/1948,14.07,14.07,14.07,14.07
02/03/1948,14.16,14.16,14.16,14.16
03/03/1948,14.17,14.17,14.17,14.17
04/03/1948,14.08,14.08,14.08,14.08
05/03/1948,14.11,14.11,14.11,14.11
08/03/1948,14.04,14.04,14.04,14.04
09/03/1948,13.95,13.95,13.95,13.95
10/03/1948,14.01,14.01,14.01,14.01
11/03/1948,13.99,13.99,13.99,13.99
12/03/1948,13.99,13.99,13.99,13.99
15/03/1948,14.06,14.06,14.06,14.06
16/03/1948,13.84,13.84,13.84,13.84
17/03/1948,13.95,13.95,13.95,13.95
18/03/1948,14.03,14.03,14.03,14.03
19/03/1948,14.32,14.32,14.32,14.32
22/03/1948,14.7,14.7,14.7,14.7
23/03/1948,14.7,14.7,14.7,14.7
24/03/1948,14.69,14.69,14.69,14.69
25/03/1948,14.75,14.75,14.75,14.75
26/03/1948,14.75,14.75,14.75,14.75
29/03/1948,14.7,14.7,14.7,14.7
30/03/1948,14.87,14.87,14.87,14.87
31/03/1948,15.08,15.08,15.08,15.08
01/04/1948,15.12,15.12,15.12,15.12
02/04/1948,15.15,15.15,15.15,15.15
05/04/1948,15.18,15.18,15.18,15.18
06/04/1948,15.28,15.28,15.28,15.28
07/04/1948,15.23,15.23,15.23,15.23
08/04/1948,15.27,15.27,15.27,15.27
09/04/1948,15.29,15.29,15.29,15.29
12/04/1948,15.28,15.28,15.28,15.28
13/04/1948,15.3,15.3,15.3,15.3
14/04/1948,15.28,15.28,15.28,15.28
15/04/1948,15.38,15.38,15.38,15.38
16/04/1948,15.43,15.43,15.43,15.43
19/04/1948,15.47,15.47,15.47,15.47
20/04/1948,15.46,15.46,15.46,15.46
21/04/1948,15.54,15.54,15.54,15.54
22/04/1948,15.68,15.68,15.68,15.68
23/04/1948,15.78,15.78,15.78,15.78
26/04/1948,15.54,15.54,15.54,15.54
27/04/1948,15.55,15.55,15.55,15.55
28/04/1948,15.57,15.57,15.57,15.57
29/04/1948,15.52,15.52,15.52,15.52
30/04/1948,15.48,15.48,15.48,15.48
03/05/1948,15.6,15.6,15.6,15.6
04/05/1948,15.59,15.59,15.59,15.59
05/05/1948,15.5,15.5,15.5,15.5
06/05/1948,15.63,15.63,15.63,15.63
07/05/1948,15.72,15.72,15.72,15.72
10/05/1948,15.81,15.81,15.81,15.81
11/05/1948,15.86,15.86,15.86,15.86
12/05/1948,15.88,15.88,15.88,15.88
13/05/1948,16,16,16,16
14/05/1948,15.39,15.39,15.39,15.39
17/05/1948,16.61,16.61,16.61,16.61
18/05/1948,16.39,16.39,16.39,16.39
19/05/1948,16.37,16.37,16.37,16.37
20/05/1948,16.46,16.46,16.46,16.46
21/05/1948,16.5,16.5,16.5,16.5
24/05/1948,16.54,16.54,16.54,16.54
25/05/1948,16.53,16.53,16.53,16.53
26/05/1948,16.68,16.68,16.68,16.68
27/05/1948,16.68,16.68,16.68,16.68
28/05/1948,16.69,16.69,16.69,16.69
31/05/1948,16.69,16.69,16.69,16.69
01/06/1948,16.74,16.74,16.74,16.74
02/06/1948,16.76,16.76,16.76,16.76
03/06/1948,16.72,16.72,16.72,16.72
04/06/1948,16.59,16.59,16.59,16.59
07/06/1948,16.54,16.54,16.54,16.54
08/06/1948,16.82,16.82,16.82,16.82
09/06/1948,16.89,16.89,16.89,16.89
10/06/1948,16.9,16.9,16.9,16.9
11/06/1948,16.95,16.95,16.95,16.95
14/06/1948,16.97,16.97,16.97,16.97
15/06/1948,17.06,17.06,17.06,17.06
16/06/1948,17.01,17.01,17.01,17.01
17/06/1948,16.99,16.99,16.99,16.99
18/06/1948,16.96,16.96,16.96,16.96
21/06/1948,16.79,16.79,16.79,16.79
22/06/1948,16.76,16.76,16.76,16.76
23/06/1948,16.93,16.93,16.93,16.93
24/06/1948,16.89,16.89,16.89,16.89
25/06/1948,16.83,16.83,16.83,16.83
28/06/1948,16.61,16.61,16.61,16.61
29/06/1948,16.69,16.69,16.69,16.69
30/06/1948,16.74,16.74,16.74,16.74
01/07/1948,16.7,16.7,16.7,16.7
02/07/1948,16.85,16.85,16.85,16.85
05/07/1948,16.85,16.85,16.85,16.85
06/07/1948,16.85,16.85,16.85,16.85
07/07/1948,16.79,16.79,16.79,16.79
08/07/1948,16.81,16.81,16.81,16.81
09/07/1948,16.92,16.92,16.92,16.92
12/07/1948,16.88,16.88,16.88,16.88
13/07/1948,16.78,16.78,16.78,16.78
14/07/1948,16.8,16.8,16.8,16.8
15/07/1948,16.48,16.48,16.48,16.48
16/07/1948,16.25,16.25,16.25,16.25
19/07/1948,15.72,15.72,15.72,15.72
20/07/1948,15.96,15.96,15.96,15.96
21/07/1948,16.09,16.09,16.09,16.09
22/07/1948,16.21,16.21,16.21,16.21
23/07/1948,16.27,16.27,16.27,16.27
26/07/1948,16.12,16.12,16.12,16.12
27/07/1948,16.29,16.29,16.29,16.29
28/07/1948,16.18,16.18,16.18,16.18
29/07/1948,16.05,16.05,16.05,16.05
30/07/1948,15.85,15.85,15.85,15.85
02/08/1948,15.85,15.85,15.85,15.85
03/08/1948,15.9,15.9,15.9,15.9
04/08/1948,16.15,16.15,16.15,16.15
05/08/1948,16.09,16.09,16.09,16.09
06/08/1948,16.12,16.12,16.12,16.12
09/08/1948,15.96,15.96,15.96,15.96
10/08/1948,15.74,15.74,15.74,15.74
11/08/1948,15.67,15.67,15.67,15.67
12/08/1948,15.71,15.71,15.71,15.71
13/08/1948,15.7,15.7,15.7,15.7
16/08/1948,15.74,15.74,15.74,15.74
17/08/1948,15.93,15.93,15.93,15.93
18/08/1948,15.93,15.93,15.93,15.93
19/08/1948,15.98,15.98,15.98,15.98
20/08/1948,16.15,16.15,16.15,16.15
23/08/1948,15.94,15.94,15.94,15.94
24/08/1948,16.02,16.02,16.02,16.02
25/08/1948,15.99,15.99,15.99,15.99
26/08/1948,16.04,16.04,16.04,16.04
27/08/1948,16.11,16.11,16.11,16.11
30/08/1948,15.98,15.98,15.98,15.98
31/08/1948,15.97,15.97,15.97,15.97
01/09/1948,16.16,16.16,16.16,16.16
02/09/1948,16.24,16.24,16.24,16.24
03/09/1948,16.27,16.27,16.27,16.27
06/09/1948,16.27,16.27,16.27,16.27
07/09/1948,16.35,16.35,16.35,16.35
08/09/1948,16.07,16.07,16.07,16.07
09/09/1948,15.81,15.81,15.81,15.81
10/09/1948,15.83,15.83,15.83,15.83
13/09/1948,15.7,15.7,15.7,15.7
14/09/1948,15.82,15.82,15.82,15.82
15/09/1948,15.8,15.8,15.8,15.8
16/09/1948,15.8,15.8,15.8,15.8
17/09/1948,15.73,15.73,15.73,15.73
20/09/1948,15.44,15.44,15.44,15.44
21/09/1948,15.55,15.55,15.55,15.55
22/09/1948,15.59,15.59,15.59,15.59
23/09/1948,15.56,15.56,15.56,15.56
24/09/1948,15.6,15.6,15.6,15.6
27/09/1948,15.19,15.19,15.19,15.19
28/09/1948,15.36,15.36,15.36,15.36
29/09/1948,15.55,15.55,15.55,15.55
30/09/1948,15.49,15.49,15.49,15.49
01/10/1948,15.67,15.67,15.67,15.67
04/10/1948,15.85,15.85,15.85,15.85
05/10/1948,15.82,15.82,15.82,15.82
06/10/1948,15.84,15.84,15.84,15.84
07/10/1948,15.93,15.93,15.93,15.93
08/10/1948,15.9,15.9,15.9,15.9
11/10/1948,15.9,15.9,15.9,15.9
12/10/1948,15.9,15.9,15.9,15.9
13/10/1948,16.09,16.09,16.09,16.09
14/10/1948,16.14,16.14,16.14,16.14
15/10/1948,16.12,16.12,16.12,16.12
18/10/1948,16.19,16.19,16.19,16.19
19/10/1948,16.28,16.28,16.28,16.28
20/10/1948,16.34,16.34,16.34,16.34
21/10/1948,16.36,16.36,16.36,16.36
22/10/1948,16.61,16.61,16.61,16.61
25/10/1948,16.58,16.58,16.58,16.58
26/10/1948,16.59,16.59,16.59,16.59
27/10/1948,16.57,16.57,16.57,16.57
28/10/1948,16.46,16.46,16.46,16.46
29/10/1948,16.5,16.5,16.5,16.5
01/11/1948,16.7,16.7,16.7,16.7
02/11/1948,16.7,16.7,16.7,16.7
03/11/1948,15.93,15.93,15.93,15.93
04/11/1948,16.14,16.14,16.14,16.14
05/11/1948,15.43,15.43,15.43,15.43
08/11/1948,15.5,15.5,15.5,15.5
09/11/1948,15.01,15.01,15.01,15.01
10/11/1948,15,15,15,15
11/11/1948,15,15,15,15
12/11/1948,15.04,15.04,15.04,15.04
15/11/1948,15.27,15.27,15.27,15.27
16/11/1948,15.26,15.26,15.26,15.26
17/11/1948,15.22,15.22,15.22,15.22
18/11/1948,15.26,15.26,15.26,15.26
19/11/1948,15.31,15.31,15.31,15.31
22/11/1948,15.21,15.21,15.21,15.21
23/11/1948,15.19,15.19,15.19,15.19
24/11/1948,14.91,14.91,14.91,14.91
25/11/1948,14.91,14.91,14.91,14.91
26/11/1948,14.91,14.91,14.91,14.91
29/11/1948,14.79,14.79,14.79,14.79
30/11/1948,14.75,14.75,14.75,14.75
01/12/1948,15.01,15.01,15.01,15.01
02/12/1948,15,15,15,15
03/12/1948,15.13,15.13,15.13,15.13
06/12/1948,15.23,15.23,15.23,15.23
07/12/1948,15.24,15.24,15.24,15.24
08/12/1948,15.2,15.2,15.2,15.2
09/12/1948,15.17,15.17,15.17,15.17
10/12/1948,15.22,15.22,15.22,15.22
13/12/1948,15.33,15.33,15.33,15.33
14/12/1948,15.25,15.25,15.25,15.25
15/12/1948,15.17,15.17,15.17,15.17
16/12/1948,15.16,15.16,15.16,15.16
17/12/1948,15.2,15.2,15.2,15.2
20/12/1948,15.19,15.19,15.19,15.19
21/12/1948,15.14,15.14,15.14,15.14
22/12/1948,15.15,15.15,15.15,15.15
23/12/1948,15.15,15.15,15.15,15.15
24/12/1948,15.25,15.25,15.25,15.25
27/12/1948,15.19,15.19,15.19,15.19
28/12/1948,15.08,15.08,15.08,15.08
29/12/1948,15.28,15.28,15.28,15.28
30/12/1948,15.28,15.28,15.28,15.28
31/12/1948,15.2,15.2,15.2,15.2
03/01/1949,14.95,14.95,14.95,14.95
04/01/1949,15.03,15.03,15.03,15.03
05/01/1949,15.16,15.16,15.16,15.16
06/01/1949,15.5,15.5,15.5,15.5
07/01/1949,15.61,15.61,15.61,15.61
10/01/1949,15.51,15.51,15.51,15.51
11/01/1949,15.5,15.5,15.5,15.5
12/01/1949,15.47,15.47,15.47,15.47
13/01/1949,15.39,15.39,15.39,15.39
14/01/1949,15.24,15.24,15.24,15.24
17/01/1949,15.38,15.38,15.38,15.38
18/01/1949,15.38,15.38,15.38,15.38
19/01/1949,15.44,15.44,15.44,15.44
20/01/1949,15.5,15.5,15.5,15.5
21/01/1949,15.47,15.47,15.47,15.47
24/01/1949,15.44,15.44,15.44,15.44
25/01/1949,15.33,15.33,15.33,15.33
26/01/1949,15.29,15.29,15.29,15.29
27/01/1949,15.25,15.25,15.25,15.25
28/01/1949,15.2,15.2,15.2,15.2
31/01/1949,15.22,15.22,15.22,15.22
01/02/1949,15.34,15.34,15.34,15.34
02/02/1949,15.35,15.35,15.35,15.35
03/02/1949,15.32,15.32,15.32,15.32
04/02/1949,15.09,15.09,15.09,15.09
07/02/1949,14.76,14.76,14.76,14.76
08/02/1949,14.7,14.7,14.7,14.7
09/02/1949,14.78,14.78,14.78,14.78
10/02/1949,14.58,14.58,14.58,14.58
11/02/1949,14.56,14.56,14.56,14.56
14/02/1949,14.61,14.61,14.61,14.61
15/02/1949,14.65,14.65,14.65,14.65
16/02/1949,14.73,14.73,14.73,14.73
17/02/1949,14.83,14.83,14.83,14.83
18/02/1949,14.79,14.79,14.79,14.79
21/02/1949,14.74,14.74,14.74,14.74
22/02/1949,14.74,14.74,14.74,14.74
23/02/1949,14.6,14.6,14.6,14.6
24/02/1949,14.42,14.42,14.42,14.42
25/02/1949,14.38,14.38,14.38,14.38
28/02/1949,14.62,14.62,14.62,14.62
01/03/1949,14.71,14.71,14.71,14.71
02/03/1949,14.67,14.67,14.67,14.67
03/03/1949,14.65,14.65,14.65,14.65
04/03/1949,14.67,14.67,14.67,14.67
07/03/1949,14.86,14.86,14.86,14.86
08/03/1949,14.89,14.89,14.89,14.89
09/03/1949,14.86,14.86,14.86,14.86
10/03/1949,14.87,14.87,14.87,14.87
11/03/1949,15.02,15.02,15.02,15.02
14/03/1949,15.07,15.07,15.07,15.07
15/03/1949,14.98,14.98,14.98,14.98
16/03/1949,14.92,14.92,14.92,14.92
17/03/1949,14.97,14.97,14.97,14.97
18/03/1949,14.94,14.94,14.94,14.94
21/03/1949,14.87,14.87,14.87,14.87
22/03/1949,14.77,14.77,14.77,14.77
23/03/1949,14.95,14.95,14.95,14.95
24/03/1949,14.97,14.97,14.97,14.97
25/03/1949,14.89,14.89,14.89,14.89
28/03/1949,14.93,14.93,14.93,14.93
29/03/1949,15.22,15.22,15.22,15.22
30/03/1949,15.21,15.21,15.21,15.21
31/03/1949,15.06,15.06,15.06,15.06
01/04/1949,14.94,14.94,14.94,14.94
04/04/1949,14.98,14.98,14.98,14.98
05/04/1949,14.96,14.96,14.96,14.96
06/04/1949,14.92,14.92,14.92,14.92
07/04/1949,14.93,14.93,14.93,14.93
08/04/1949,14.97,14.97,14.97,14.97
11/04/1949,14.99,14.99,14.99,14.99
12/04/1949,15.03,15.03,15.03,15.03
13/04/1949,15.02,15.02,15.02,15.02
14/04/1949,14.99,14.99,14.99,14.99
15/04/1949,14.99,14.99,14.99,14.99
18/04/1949,15.07,15.07,15.07,15.07
19/04/1949,15.01,15.01,15.01,15.01
20/04/1949,14.97,14.97,14.97,14.97
21/04/1949,14.72,14.72,14.72,14.72
22/04/1949,14.7,14.7,14.7,14.7
25/04/1949,14.68,14.68,14.68,14.68
26/04/1949,14.76,14.76,14.76,14.76
27/04/1949,14.76,14.76,14.76,14.76
28/04/1949,14.69,14.69,14.69,14.69
29/04/1949,14.71,14.71,14.71,14.71
02/05/1949,14.78,14.78,14.78,14.78
03/05/1949,14.85,14.85,14.85,14.85
04/05/1949,15.02,15.02,15.02,15.02
05/05/1949,15.01,15.01,15.01,15.01
06/05/1949,14.92,14.92,14.92,14.92
09/05/1949,14.88,14.88,14.88,14.88
10/05/1949,14.82,14.82,14.82,14.82
11/05/1949,14.85,14.85,14.85,14.85
12/05/1949,14.87,14.87,14.87,14.87
13/05/1949,14.88,14.88,14.88,14.88
16/05/1949,14.96,14.96,14.96,14.96
17/05/1949,14.93,14.93,14.93,14.93
18/05/1949,14.89,14.89,14.89,14.89
19/05/1949,14.8,14.8,14.8,14.8
20/05/1949,14.73,14.73,14.73,14.73
23/05/1949,14.58,14.58,14.58,14.58
24/05/1949,14.5,14.5,14.5,14.5
25/05/1949,14.57,14.57,14.57,14.57
26/05/1949,14.56,14.56,14.56,14.56
27/05/1949,14.51,14.51,14.51,14.51
30/05/1949,14.51,14.51,14.51,14.51
31/05/1949,14.19,14.19,14.19,14.19
01/06/1949,14.14,14.14,14.14,14.14
02/06/1949,14.14,14.14,14.14,14.14
03/06/1949,14.05,14.05,14.05,14.05
06/06/1949,13.82,13.82,13.82,13.82
07/06/1949,13.84,13.84,13.84,13.84
08/06/1949,13.93,13.93,13.93,13.93
09/06/1949,13.93,13.93,13.93,13.93
10/06/1949,13.81,13.81,13.81,13.81
13/06/1949,13.55,13.55,13.55,13.55
14/06/1949,13.64,13.64,13.64,13.64
15/06/1949,13.9,13.9,13.9,13.9
16/06/1949,13.85,13.85,13.85,13.85
17/06/1949,13.87,13.87,13.87,13.87
20/06/1949,14.07,14.07,14.07,14.07
21/06/1949,14.08,14.08,14.08,14.08
22/06/1949,14.04,14.04,14.04,14.04
23/06/1949,14.11,14.11,14.11,14.11
24/06/1949,14.13,14.13,14.13,14.13
27/06/1949,14.12,14.12,14.12,14.12
28/06/1949,14,14,14,14
29/06/1949,14.09,14.09,14.09,14.09
30/06/1949,14.16,14.16,14.16,14.16
01/07/1949,14.26,14.26,14.26,14.26
04/07/1949,14.26,14.26,14.26,14.26
05/07/1949,14.34,14.34,14.34,14.34
06/07/1949,14.52,14.52,14.52,14.52
07/07/1949,14.52,14.52,14.52,14.52
08/07/1949,14.51,14.51,14.51,14.51
11/07/1949,14.51,14.51,14.51,14.51
12/07/1949,14.61,14.61,14.61,14.61
13/07/1949,14.78,14.78,14.78,14.78
14/07/1949,14.79,14.79,14.79,14.79
15/07/1949,14.76,14.76,14.76,14.76
18/07/1949,14.8,14.8,14.8,14.8
19/07/1949,14.94,14.94,14.94,14.94
20/07/1949,14.97,14.97,14.97,14.97
21/07/1949,14.9,14.9,14.9,14.9
22/07/1949,14.89,14.89,14.89,14.89
25/07/1949,14.94,14.94,14.94,14.94
26/07/1949,15.06,15.06,15.06,15.06
27/07/1949,15.06,15.06,15.06,15.06
28/07/1949,15.04,15.04,15.04,15.04
29/07/1949,15.04,15.04,15.04,15.04
01/08/1949,15.12,15.12,15.12,15.12
02/08/1949,15.16,15.16,15.16,15.16
03/08/1949,15.15,15.15,15.15,15.15
04/08/1949,15.13,15.13,15.13,15.13
05/08/1949,15.35,15.35,15.35,15.35
08/08/1949,15.51,15.51,15.51,15.51
09/08/1949,15.37,15.37,15.37,15.37
10/08/1949,15.44,15.44,15.44,15.44
11/08/1949,15.39,15.39,15.39,15.39
12/08/1949,15.32,15.32,15.32,15.32
15/08/1949,15.25,15.25,15.25,15.25
16/08/1949,15.29,15.29,15.29,15.29
17/08/1949,15.46,15.46,15.46,15.46
18/08/1949,15.5,15.5,15.5,15.5
19/08/1949,15.41,15.41,15.41,15.41
22/08/1949,15.37,15.37,15.37,15.37
23/08/1949,15.17,15.17,15.17,15.17
24/08/1949,15.18,15.18,15.18,15.18
25/08/1949,15.22,15.22,15.22,15.22
26/08/1949,15.28,15.28,15.28,15.28
29/08/1949,15.12,15.12,15.12,15.12
30/08/1949,15.21,15.21,15.21,15.21
31/08/1949,15.22,15.22,15.22,15.22
01/09/1949,15.31,15.31,15.31,15.31
02/09/1949,15.29,15.29,15.29,15.29
05/09/1949,15.29,15.29,15.29,15.29
06/09/1949,15.28,15.28,15.28,15.28
07/09/1949,15.38,15.38,15.38,15.38
08/09/1949,15.41,15.41,15.41,15.41
09/09/1949,15.4,15.4,15.4,15.4
12/09/1949,15.52,15.52,15.52,15.52
13/09/1949,15.74,15.74,15.74,15.74
14/09/1949,15.73,15.73,15.73,15.73
15/09/1949,15.61,15.61,15.61,15.61
16/09/1949,15.66,15.66,15.66,15.66
19/09/1949,15.55,15.55,15.55,15.55
20/09/1949,15.19,15.19,15.19,15.19
21/09/1949,15.41,15.41,15.41,15.41
22/09/1949,15.5,15.5,15.5,15.5
23/09/1949,15.57,15.57,15.57,15.57
26/09/1949,15.53,15.53,15.53,15.53
27/09/1949,15.41,15.41,15.41,15.41
28/09/1949,15.53,15.53,15.53,15.53
29/09/1949,15.62,15.62,15.62,15.62
30/09/1949,15.58,15.58,15.58,15.58
03/10/1949,15.6,15.6,15.6,15.6
04/10/1949,15.75,15.75,15.75,15.75
05/10/1949,15.78,15.78,15.78,15.78
06/10/1949,15.84,15.84,15.84,15.84
07/10/1949,15.85,15.85,15.85,15.85
10/10/1949,15.83,15.83,15.83,15.83
11/10/1949,15.97,15.97,15.97,15.97
12/10/1949,15.97,15.97,15.97,15.97
13/10/1949,15.97,15.97,15.97,15.97
14/10/1949,15.91,15.91,15.91,15.91
17/10/1949,15.73,15.73,15.73,15.73
18/10/1949,15.84,15.84,15.84,15.84
19/10/1949,15.93,15.93,15.93,15.93
20/10/1949,15.9,15.9,15.9,15.9
21/10/1949,15.85,15.85,15.85,15.85
24/10/1949,15.87,15.87,15.87,15.87
25/10/1949,15.95,15.95,15.95,15.95
26/10/1949,16.06,16.06,16.06,16.06
27/10/1949,16.15,16.15,16.15,16.15
28/10/1949,16.08,16.08,16.08,16.08
31/10/1949,16.04,16.04,16.04,16.04
01/11/1949,16.2,16.2,16.2,16.2
02/11/1949,16.33,16.33,16.33,16.33
03/11/1949,16.29,16.29,16.29,16.29
04/11/1949,16.21,16.21,16.21,16.21
07/11/1949,16.16,16.16,16.16,16.16
08/11/1949,16.16,16.16,16.16,16.16
09/11/1949,16.18,16.18,16.18,16.18
10/11/1949,16.14,16.14,16.14,16.14
11/11/1949,16.14,16.14,16.14,16.14
14/11/1949,16.03,16.03,16.03,16.03
15/11/1949,15.75,15.75,15.75,15.75
16/11/1949,15.84,15.84,15.84,15.84
17/11/1949,15.96,15.96,15.96,15.96
18/11/1949,16.14,16.14,16.14,16.14
21/11/1949,16.07,16.07,16.07,16.07
22/11/1949,16.15,16.15,16.15,16.15
23/11/1949,16.19,16.19,16.19,16.19
24/11/1949,16.19,16.19,16.19,16.19
25/11/1949,16.1,16.1,16.1,16.1
28/11/1949,16.05,16.05,16.05,16.05
29/11/1949,16.02,16.02,16.02,16.02
30/11/1949,16.06,16.06,16.06,16.06
01/12/1949,16.15,16.15,16.15,16.15
02/12/1949,16.28,16.28,16.28,16.28
05/12/1949,16.41,16.41,16.41,16.41
06/12/1949,16.39,16.39,16.39,16.39
07/12/1949,16.43,16.43,16.43,16.43
08/12/1949,16.43,16.43,16.43,16.43
09/12/1949,16.42,16.42,16.42,16.42
12/12/1949,16.57,16.57,16.57,16.57
13/12/1949,16.64,16.64,16.64,16.64
14/12/1949,16.67,16.67,16.67,16.67
15/12/1949,16.68,16.68,16.68,16.68
16/12/1949,16.66,16.66,16.66,16.66
19/12/1949,16.59,16.59,16.59,16.59
20/12/1949,16.53,16.53,16.53,16.53
21/12/1949,16.49,16.49,16.49,16.49
22/12/1949,16.64,16.64,16.64,16.64
23/12/1949,16.64,16.64,16.64,16.64
26/12/1949,16.64,16.64,16.64,16.64
27/12/1949,16.58,16.58,16.58,16.58
28/12/1949,16.66,16.66,16.66,16.66
29/12/1949,16.68,16.68,16.68,16.68
30/12/1949,16.79,16.79,16.79,16.79
02/01/1950,16.79,16.79,16.79,16.79
03/01/1950,16.66,16.66,16.66,16.66
04/01/1950,16.85,16.85,16.85,16.85
05/01/1950,16.93,16.93,16.93,16.93
06/01/1950,16.98,16.98,16.98,16.98
09/01/1950,17.08,17.08,17.08,17.08
10/01/1950,17.03,17.03,17.03,17.03
11/01/1950,17.09,17.09,17.09,17.09
12/01/1950,16.76,16.76,16.76,16.76
13/01/1950,16.67,16.67,16.67,16.67
16/01/1950,16.72,16.72,16.72,16.72
17/01/1950,16.86,16.86,16.86,16.86
18/01/1950,16.85,16.85,16.85,16.85
19/01/1950,16.87,16.87,16.87,16.87
20/01/1950,16.9,16.9,16.9,16.9
23/01/1950,16.92,16.92,16.92,16.92
24/01/1950,16.86,16.86,16.86,16.86
25/01/1950,16.74,16.74,16.74,16.74
26/01/1950,16.73,16.73,16.73,16.73
27/01/1950,16.82,16.82,16.82,16.82
30/01/1950,17.02,17.02,17.02,17.02
31/01/1950,17.05,17.05,17.05,17.05
01/02/1950,17.05,17.05,17.05,17.05
02/02/1950,17.23,17.23,17.23,17.23
03/02/1950,17.29,17.29,17.29,17.29
06/02/1950,17.32,17.32,17.32,17.32
07/02/1950,17.23,17.23,17.23,17.23
08/02/1950,17.21,17.21,17.21,17.21
09/02/1950,17.28,17.28,17.28,17.28
10/02/1950,17.24,17.24,17.24,17.24
13/02/1950,17.24,17.24,17.24,17.24
14/02/1950,17.06,17.06,17.06,17.06
15/02/1950,17.06,17.06,17.06,17.06
16/02/1950,16.99,16.99,16.99,16.99
17/02/1950,17.15,17.15,17.15,17.15
20/02/1950,17.2,17.2,17.2,17.2
21/02/1950,17.17,17.17,17.17,17.17
22/02/1950,17.17,17.17,17.17,17.17
23/02/1950,17.21,17.21,17.21,17.21
24/02/1950,17.28,17.28,17.28,17.28
27/02/1950,17.28,17.28,17.28,17.28
28/02/1950,17.22,17.22,17.22,17.22
01/03/1950,17.24,17.24,17.24,17.24
02/03/1950,17.23,17.23,17.23,17.23
03/03/1950,17.29,17.29,17.29,17.29
06/03/1950,17.32,17.32,17.32,17.32
07/03/1950,17.2,17.2,17.2,17.2
08/03/1950,17.19,17.19,17.19,17.19
09/03/1950,17.07,17.07,17.07,17.07
10/03/1950,17.09,17.09,17.09,17.09
13/03/1950,17.12,17.12,17.12,17.12
14/03/1950,17.25,17.25,17.25,17.25
15/03/1950,17.45,17.45,17.45,17.45
16/03/1950,17.49,17.49,17.49,17.49
17/03/1950,17.45,17.45,17.45,17.45
20/03/1950,17.44,17.44,17.44,17.44
21/03/1950,17.45,17.45,17.45,17.45
22/03/1950,17.55,17.55,17.55,17.55
23/03/1950,17.56,17.56,17.56,17.56
24/03/1950,17.56,17.56,17.56,17.56
27/03/1950,17.46,17.46,17.46,17.46
28/03/1950,17.53,17.53,17.53,17.53
29/03/1950,17.44,17.44,17.44,17.44
30/03/1950,17.3,17.3,17.3,17.3
31/03/1950,17.29,17.29,17.29,17.29
03/04/1950,17.53,17.53,17.53,17.53
04/04/1950,17.55,17.55,17.55,17.55
05/04/1950,17.63,17.63,17.63,17.63
06/04/1950,17.78,17.78,17.78,17.78
07/04/1950,17.78,17.78,17.78,17.78
10/04/1950,17.85,17.85,17.85,17.85
11/04/1950,17.75,17.75,17.75,17.75
12/04/1950,17.94,17.94,17.94,17.94
13/04/1950,17.98,17.98,17.98,17.98
14/04/1950,17.96,17.96,17.96,17.96
17/04/1950,17.88,17.88,17.88,17.88
18/04/1950,18.03,18.03,18.03,18.03
19/04/1950,18.05,18.05,18.05,18.05
20/04/1950,17.93,17.93,17.93,17.93
21/04/1950,17.96,17.96,17.96,17.96
24/04/1950,17.83,17.83,17.83,17.83
25/04/1950,17.83,17.83,17.83,17.83
26/04/1950,17.76,17.76,17.76,17.76
27/04/1950,17.86,17.86,17.86,17.86
28/04/1950,17.96,17.96,17.96,17.96
01/05/1950,18.22,18.22,18.22,18.22
02/05/1950,18.11,18.11,18.11,18.11
03/05/1950,18.27,18.27,18.27,18.27
04/05/1950,18.12,18.12,18.12,18.12
05/05/1950,18.22,18.22,18.22,18.22
08/05/1950,18.27,18.27,18.27,18.27
09/05/1950,18.27,18.27,18.27,18.27
10/05/1950,18.29,18.29,18.29,18.29
